	TCGA-3C-AAAU-01A	TCGA-3C-AALI-01A	TCGA-3C-AALJ-01A	TCGA-3C-AALK-01A	TCGA-4H-AAAK-01A	TCGA-5L-AAT0-01A	TCGA-5L-AAT1-01A	TCGA-5T-A9QA-01A	TCGA-A1-A0SB-01A	TCGA-A1-A0SD-01A	TCGA-A1-A0SE-01A	TCGA-A1-A0SF-01A	TCGA-A1-A0SG-01A	TCGA-A1-A0SH-01A	TCGA-A1-A0SI-01A	TCGA-A1-A0SJ-01A	TCGA-A1-A0SK-01A	TCGA-A1-A0SM-01A	TCGA-A1-A0SN-01A	TCGA-A1-A0SO-01A	TCGA-A1-A0SP-01A	TCGA-A1-A0SQ-01A	TCGA-A2-A04N-01A	TCGA-A2-A04P-01A	TCGA-A2-A04Q-01A	TCGA-A2-A04R-01A	TCGA-A2-A04T-01A	TCGA-A2-A04U-01A	TCGA-A2-A04V-01A	TCGA-A2-A04W-01A	TCGA-A2-A04X-01A	TCGA-A2-A04Y-01A	TCGA-A2-A0CK-01A	TCGA-A2-A0CL-01A	TCGA-A2-A0CM-01A	TCGA-A2-A0CO-01A	TCGA-A2-A0CP-01A	TCGA-A2-A0CQ-01A	TCGA-A2-A0CR-01A	TCGA-A2-A0CS-01A	TCGA-A2-A0CT-01A	TCGA-A2-A0CU-01A	TCGA-A2-A0CV-01A	TCGA-A2-A0CW-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0CY-01A	TCGA-A2-A0CZ-01A	TCGA-A2-A0D0-01A	TCGA-A2-A0D1-01A	TCGA-A2-A0D2-01A	TCGA-A2-A0D3-01A	TCGA-A2-A0D4-01A	TCGA-A2-A0EM-01A	TCGA-A2-A0EN-01A	TCGA-A2-A0EO-01A	TCGA-A2-A0EP-01A	TCGA-A2-A0EQ-01A	TCGA-A2-A0ER-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EU-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0ST-01A	TCGA-A2-A0SU-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0SY-01A	TCGA-A2-A0T0-01A	TCGA-A2-A0T1-01A	TCGA-A2-A0T2-01A	TCGA-A2-A0T3-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YE-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YI-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YM-01A	TCGA-A2-A0YT-01A	TCGA-A2-A1FV-01A	TCGA-A2-A1FW-01A	TCGA-A2-A1FX-01A	TCGA-A2-A1FZ-01A	TCGA-A2-A1G0-01A	TCGA-A2-A1G1-01A	TCGA-A2-A1G4-01A	TCGA-A2-A1G6-01A	TCGA-A2-A259-01A
MYL12B	7.567793022759861	6.97687788303009	7.83172080798533	8.01431614439811	7.85806157819685	7.9160356995359695	8.339441669569531	8.24999452030151	7.35909798055014	7.4217674770872994	8.05942913695588	8.03067936819478	8.15577428603969	8.09364342817514	7.17344752463012	7.68419185067745	7.5489758799045505	8.25588704634889	7.707486034661831	7.44418958665918	7.7535287144508205	7.6254655405982605	8.089314802583191	8.07013076088774	7.59449845228436	8.38595151729459	7.813590002884061	8.53366899550836	8.2379254431311	7.807034937257989	7.37224669984092	8.14974712147996	7.822328061904	7.33091623488675	8.12634029324811	7.11922377938802	8.141033887354551	7.9005566933621	8.33166335494127	8.70853707304808	8.05534835286595	7.121723495687059	8.228648181120809	8.13735716714199	7.76039897519234	7.717330046452321	8.04885937932068	8.430135021985249	7.73446668532195	8.77051440454443	7.80378008755692	7.50860693884355	8.22176127643869	7.50257971620233	8.14988162798315	7.40450051338874	7.78470624815773	8.35052784463051	7.77876880961755	7.485498612108869	7.919446729105309	7.67628051771955	7.42658373664044	8.16216819421491	7.26023975481801	7.479988511091389	8.486201848704669	8.09064433962389	7.813361110793901	7.13308628346452	7.709349195070139	8.09168312649825	8.18952416994491	9.21813358487345	7.62669232387838	7.66504791883534	7.8345817625145	7.7035660106898405	8.04602183201505	7.4715277140256795	7.540858245151429	7.15871769157075	8.335023993811241	7.78199194927259	7.44698350858528	7.119700706664081	8.58185206123371	7.089456052676329	7.25379038015646	8.47095658350649	7.850512347223071	7.65809088012852	7.31162308408734	7.0039573132203605	7.763095630821019	7.40507540543517	8.26739698712997	8.12726429376429	7.8675703693680505	7.14958649475901
RPL29	7.117126662906291	6.82475631674207	8.29250554480889	7.86407280011414	7.984352944681599	8.40768677871176	8.14604768244073	8.228454676002611	8.978778764726599	7.56059922652732	8.44162953099759	8.440112554903282	7.85430979408181	7.11973333528558	7.04729164929588	7.56853753125893	7.462579218513321	7.34366309747937	8.227928778343701	6.76047210053604	7.847128031678901	7.3670565878056395	7.90597540592359	8.63825866056354	8.07281759969913	7.81317824620733	7.67343578848045	8.40750772617418	9.55257640503718	8.343574313725389	8.48233399632577	8.15644163852277	8.84609370547229	6.77447844511622	6.53640785236537	8.31821399896117	9.19374097188026	8.78331560502975	9.41588727626627	8.83336981308855	6.8182707468199	7.63852040843729	8.87722217543403	6.87731982836025	7.79976124002825	9.743472642943539	8.62371128608842	9.30103579194551	8.28981977942405	7.65000938194556	8.407465654788231	6.760587057862019	8.02605011484793	7.7213167703909305	8.660952868861491	8.0444087696919	8.57411242005688	7.800868104957741	7.8346172964687195	7.3158606090331695	7.43823117563949	7.217168643197599	7.663631984439269	9.44843080695333	7.48561672711592	8.204244285478769	8.32783193738957	7.97178706665735	6.87631041563536	7.045123921438839	8.85472890927976	7.54195386444774	7.6812581399668005	8.146053545784731	6.81884328867586	8.17158457850827	9.17916274038778	7.671922716738041	7.50831657087513	7.58608521998748	7.47955553200289	7.12067695076693	7.3802862336735	6.7462799610235	7.38695956494071	7.57970194193413	7.902352042780381	7.59926573279781	8.16889431250949	8.02891720579182	6.6778016498962405	7.95828703502039	7.44515284697912	7.5860156370553895	6.36774737567415	7.27808880372923	7.670989787278139	8.42028930880598	8.146902797591268	8.2057230193813
PRDX1	6.8801751186708495	7.40910643648835	7.5364355372183205	7.425762086118	7.212066845867209	6.981928260383031	7.387063204986019	6.89608774407627	6.44109252854026	6.8678561305126	7.79928543070018	7.66867981950002	8.73685976510073	7.48713962108053	7.558799607645071	8.90060618949927	6.227373535189559	7.89006908803523	7.29596893847314	7.8453461144669605	8.211292611148599	7.447510628417279	8.262773259405169	7.82810809565504	8.30042234146951	6.984664213125741	8.4491588222104	7.91805689040722	7.94939857077659	9.83912603880035	9.01722356206774	8.479257368082619	6.8293266225187095	7.26444300537789	8.356321410583861	6.66486062848248	7.707779996840861	7.787561863884981	7.46815903348721	7.404962454374269	7.57336434703873	8.46180871691031	7.744536072279099	8.52071438210527	8.07439456724211	8.1874442734422	7.60335636536666	9.29086653827227	7.653288393429099	8.83299471801085	7.702890364231029	8.43513472687768	7.82438547141068	6.872369760956861	7.588429931222239	7.1698339060597895	8.727141179691941	8.743990239206822	7.4342569365016695	7.123148757382129	8.95840622113836	8.037517874074611	7.08423936798596	8.20269396134844	7.67381705337582	7.862909267264	8.71258751020987	8.99253995361128	8.95647598510315	7.222439183504981	7.103188701601139	8.33577285683253	8.18433454629799	9.00361853383556	7.7712710387327	7.302794334183821	7.719965105734531	6.7072098709858095	7.914303531483691	7.58406455666729	6.71592840222559	7.48410540358307	7.53767121965959	8.14345467513626	7.81441661082018	7.77062059601288	8.66070530832462	6.47423467834038	7.14215364001035	7.392951799060709	8.71487326616611	6.2963953010181	7.43802559905497	7.52379634407212	7.616329866805691	8.22151073154386	8.20985284551757	7.32246645957699	7.36013851525409	8.31910424751651
KRT18	6.484073262741621	8.694906897101509	7.7026731725347695	8.58464511266749	7.88811668545631	7.98778637795712	8.13957470837755	8.91851694177282	6.682410815124411	8.45952861942332	7.273013295275691	8.496654041013661	9.40345008130327	7.62279381336887	7.47166685210125	8.05548736368481	6.449330349302841	8.91523617187255	8.60407090940691	5.29157963601976	6.69824952180668	8.14136004949882	8.60332191920555	7.0302557529689205	5.29475156718398	8.81212889534148	5.18721485040025	6.318740921210769	8.18616331210159	7.70388469105278	8.59598986944314	10.208806674587901	7.56568148662149	7.094786679546409	5.6648987238800705	6.755573556386381	9.14083415777616	8.79987954693873	7.93616865840138	9.01517214731799	8.51205122548745	8.32482978749928	7.73313828969071	9.72092526331883	7.157186806681549	8.08295775507854	6.27082027658579	6.279041814614169	7.329596310953259	6.565101366295201	8.19357372865124	8.39904682593773	7.4689124771960405	8.50577755225478	7.72501858055055	6.57004728925215	7.0556424583011195	8.5206465236102	7.28533676333403	8.43382793683553	8.959729651681679	8.89385339170482	7.455282473407969	8.18374936442968	7.4002436376539	5.94367388579504	8.03747263487033	8.63020739572364	7.84857304883979	6.0541433415176105	8.191916140513671	5.895488510178571	7.34509503135293	7.920071912221889	6.76270880864742	7.56985438828331	8.02011141876918	7.13857447288676	8.18697006488424	7.31802005493728	8.18477121344056	5.401553765601599	7.576081059688099	7.784628206887191	9.19308035991727	7.400358340797171	6.75729315390367	6.14966753955208	7.473150133831919	6.55652542230749	9.03384128528402	5.33671219681094	7.961742767528009	8.50067203862492	7.33596042112266	7.61509070771994	6.883779869330111	7.83032671502029	6.18523139488027	7.5213569565834595
ATP5B	7.17350249022602	7.6566009544355795	7.519696563335531	7.27583492241732	7.48633056430475	7.29160483578462	7.58124716385187	8.06595544831306	7.881286522900491	7.5932416191812	7.688492052440259	7.7566055579619695	7.46019531163872	7.350756614045099	7.553395903258799	7.56964677690842	8.22758683032805	7.40740484076261	8.36352533933441	7.69146406730264	8.11162875423042	7.99351265987906	7.17695991831511	6.598734512151849	7.39051200603168	8.02690663877244	8.55116182798017	8.4571009221721	7.453707986448281	8.21244593971479	7.23900799140088	7.64965309492351	7.429708552331849	7.571719562404589	7.74699427143671	7.118302342504599	7.460337308487031	7.012058350488321	7.477840984502371	8.055359950785741	8.08983098446761	7.905773535720219	7.522554612125651	8.4080216983617	8.19850788613684	8.05974066096497	7.25819895948408	8.78434243785137	7.2482071449840095	7.800186592190419	7.35089739862618	8.35746736219928	7.786854588901839	7.598770722778809	7.5778461837678	7.59735724935213	7.92249097097224	8.44440436271289	7.40688249082224	8.00670759073843	8.04746994315943	7.886740547564731	7.46889687622904	7.816867790056929	7.36675759898911	7.65088877278036	7.91996298233065	8.33679392490111	8.55437400371955	7.6734750121885895	7.83577727309614	7.70929329637327	7.77327933255876	7.372234319009401	7.4425244992723	7.735074040240691	7.61675250427497	7.4292899153701795	7.8207245035352	7.653663750137861	7.176579717364779	7.54326584333272	7.92391443418619	8.07281508740033	7.861653294176429	7.53080674693163	8.19629074770702	7.56077081693098	7.29253618879174	7.59575428188949	9.00851125158979	7.55294661735995	8.529072701850598	7.82776593546729	7.396096011294611	7.341360448890869	8.237269413271509	7.7662954152293	7.35675410397476	7.37040134070458
MAGED2	9.087342941802572	7.019460392838969	7.89197989927547	8.972994571014631	8.965361344213962	9.076797395864949	7.7364540597448	7.16231767842897	6.36422165129383	8.6671360159035	8.46194254684517	8.61879589132946	8.49966355769332	7.3672871505154	7.31458073509267	9.13757413882944	6.08201557745491	8.24798517212822	7.42966701834278	6.887273145293371	5.38506500597577	8.74204219845292	8.2095974179936	6.09643792391326	5.9409518868363795	9.23000270295659	6.58760169307196	5.3582324081356605	9.09837353034758	7.81477173204208	8.02193413965371	6.85890922265837	7.78795727761133	7.08641397663463	5.56506580498283	6.778046555685401	8.41248151335035	7.45144057970658	8.28076459221534	8.37609106872929	9.38498620629353	9.47831873367249	7.373232883308001	8.50489155012219	6.68686049549368	6.98057229187104	8.04444773508922	6.89070018061337	7.6315228800489905	6.3041302832762005	6.96259056716851	9.65672338500149	7.27079121192668	7.3989049210025	7.3155164118242	6.566176503276731	8.24130512494907	8.61670012554919	8.14064103360125	8.35408359831945	9.79865334111774	8.28145029960654	7.89964765852319	8.343647803649791	7.476744112254489	6.2532201008313395	7.384176119080559	6.4963650327629505	7.21791165576303	5.376298512421019	8.72216589427683	5.86397748437708	7.65974306612851	7.51791087990127	8.283552748470651	8.01155466194078	6.66563921609031	7.10860910711773	7.0547722718627	8.93522845709546	7.418071505727349	8.033367184828679	9.190053950355301	7.60254705440878	8.46656924346908	8.255162141521389	5.7505160941607905	6.79699600291368	7.57196314249949	5.697587205800611	7.497292034496219	6.81528357272295	9.49777988954059	9.64228432385722	7.956389024818651	9.06207376082972	5.18580769687878	7.50680984984259	8.04054949921837	8.53156359284458
RPL7	6.71911914023924	6.334330998827619	7.517135460232559	7.2477194987382605	7.59850124121851	7.711007046773	7.7264595635921705	7.81721539493641	9.06161176470493	7.307078960583009	8.27805491873693	8.36348025312858	7.89224311453094	7.32650327550703	6.46034006004095	7.5686682803163805	9.35405334655859	7.36616672237362	7.93349435377571	7.53670474728026	8.819299545429779	6.63814608572376	8.52998652433927	7.291802506459921	8.5639824532549	7.6127300469583705	8.49560050324465	7.83067735280503	8.23301441487627	8.124731531029969	7.315500252311139	7.50915741896899	8.05590334328487	7.15073689591903	7.1574116500813	7.18436332701213	8.75800558480606	7.45982434240159	8.37101020882659	7.4691619382611	8.40433645463663	7.547486773754179	8.885160936985901	6.98996290481024	8.37278444324845	10.2067150223681	8.77160429498378	9.84619224794934	9.405990353055131	8.11057422270808	8.69676002176104	8.079506327906161	7.65967779293677	7.292275461024739	8.27206376637	7.6027055232616405	9.06490285909982	8.19244081444018	7.83900412247703	7.74267569272902	7.67307131204529	6.76660339823275	7.56572603348003	10.277762062729199	7.60798030667388	7.8410303727514	8.20369968858954	8.331437984718841	6.9947167809241995	7.64735053812292	8.991436549232391	8.82812475118224	8.35223870775741	8.3793925618003	7.39446544783124	7.663188960681749	9.35644658968111	7.860298136784179	7.8598139622144805	6.963340837604901	6.98791499485149	7.18305510221775	7.2455385598129	7.30050380688412	8.32425933882653	7.506941237130669	9.322143761989349	7.46582666358713	8.15808142808321	8.830565862695119	7.03601665832832	8.917626627880688	7.778230272572941	7.8429850831959405	6.50965620538594	7.6638864084647205	8.63092160122555	8.200616667402691	8.2816703935037	9.15755001979698
ALDOA	7.49407620186699	8.56234643144889	7.46070044753034	7.76970186181226	7.28215732437774	7.0738699328694805	7.69654384310233	7.084459438434429	6.30002941371012	7.087458480006	7.47972628038962	7.856805291130639	9.60247435445739	7.074368283206151	8.12486702953865	8.17292793839973	6.323673855658929	7.05605803105153	8.01204034480789	6.477784607242159	7.1596411107253495	7.6106570597413095	8.93877847596047	8.23216757943928	6.890255611081719	7.73762941775224	7.57506587566746	6.584629521329339	7.41291264404075	8.36801944651255	7.817997266930151	8.18949376720716	7.5003932520694505	6.29859959336095	7.12532304894779	7.008713938338209	8.78679991106629	7.81081615837343	7.543887064605111	8.27896551680584	7.867643286883	7.97864024960508	7.3364682483321	8.48077982763381	8.59176621043344	9.18038534990268	7.18846823762551	7.813551289335741	7.72709268466141	7.45841514804439	7.8889562386779595	7.9212694772462	7.65106893857486	8.33810878112491	7.58732359935605	7.16906223623601	7.134805985711419	7.4287281385292605	7.27549998948045	7.65393399459691	8.23391630365497	7.74017755042295	6.65945275622622	8.46980359280154	7.5632936825721595	6.72375610138432	7.878574429683111	8.678009184953849	8.16341955574755	6.181861437026581	7.52258683895287	8.38176357215218	7.2667919735209106	9.22646824973009	6.85483493018624	7.37846585729264	7.873099851563981	6.63373454478878	7.4462405933957605	8.040083846749969	7.291043217785691	7.43825714994966	7.6443934121587	7.695749810870691	9.027585561902608	7.393100851421231	7.748473985439009	7.19642001372785	6.82998976587243	7.00255579506294	9.00942801762259	5.94228865979979	8.10621370797058	7.27246178124748	7.3569826245651795	8.191604597687139	7.43038673242854	8.2325830941394	6.30211560539853	8.64603700096072
RHOA	7.5105440510628405	7.09385934172684	7.5862364857776905	7.8603283737345	7.7534936296465	7.23680076758394	7.685432043907321	7.64948986335862	7.35850583322348	7.973866878049201	7.8673483086552904	7.04348793734983	7.65649727679749	8.04150862843909	7.78991396588225	8.18403239356038	7.42728012355262	8.21088957844773	8.36782058817754	8.321601788935961	8.75404388385353	7.94960151394181	7.4353479616481195	6.949779095330991	8.09226374100271	8.25391481347283	7.460226024505251	6.86933802587285	7.4993493618681395	8.4342658353976	7.449436848080291	7.27213096764918	7.8571999098662495	7.333946819483139	7.6661014315682605	7.40641046749948	7.67455463344566	7.4500971349542	8.02380431020484	8.1107612976334	7.11323444401845	8.021002171547421	7.922258301177339	7.20322821664997	7.65971537169281	7.344583573499349	7.48978126361933	7.715358545692871	7.10945124203658	7.962671610187139	7.67534525998488	7.2536473751018	7.9477102183498705	7.99885902456678	7.7697100381265995	7.87519032137638	7.77457321859766	8.51135658902099	7.64305626708711	7.9364681240885995	7.731539462164191	8.23631850984876	7.61444779184574	8.27876860968171	7.66552196874936	7.7440025809418405	8.52209464238307	8.281817004411112	7.35299914292353	7.33213816430446	8.17958649391404	7.39859911136214	8.25933825278453	7.54288330442242	7.66421118347371	8.16329074463753	7.484626530800001	7.843034652831099	7.887577542511821	7.86768032051996	7.90819541525207	8.31425358482104	8.393875358860429	8.04476699914807	7.66887325750054	7.699564785905629	7.857067154602981	7.58984047901214	7.14127013013392	7.947540260776511	7.1983698316905205	7.338315935133309	7.86707552744066	7.6820844275901505	7.389613772016469	8.00461131720631	8.245320701715	8.18115615405488	7.503264867791111	7.38389469276061
FN1	6.915774018164309	8.0499958188359	8.24091366156001	8.436865447981619	9.350940996254751	8.13398597496763	8.334417826342161	4.47371316743148	4.88957382734706	8.45465359030885	8.09993815591544	6.1244476335097895	8.469290633177481	10.733608047868099	10.380979542235698	7.72992473361984	7.3459064244817105	9.275066861300312	8.615860854556379	5.75928310437137	6.95771275840879	5.943497735424369	8.867279729338911	6.77176574638472	7.7761986713866404	8.69440107641393	6.0779272325721	7.14582247591481	8.66934591908125	8.825226864709858	6.22022810283855	6.227369766030071	5.64903653034386	8.20099460575463	7.68829267023368	6.363891138623379	8.825643739720789	5.77071520194165	5.47653913061381	8.66421756087875	6.989068284233509	6.93754571613238	6.776238627896481	6.74234404280408	9.392768822740859	8.87416708977708	9.66148344621251	7.12477518098812	7.571721697675849	8.14974677150715	6.81852280576407	5.650178012304139	8.88868834072995	8.8266007926206	8.79524701676239	8.15340668797366	6.432003984434361	7.04110154227309	6.614144974114901	5.13443279396807	7.70144866088218	8.976754511674631	7.660310175117919	8.25223280605617	8.93174905930061	6.011336689195559	7.4514819727956105	8.89134245098627	8.274039719389469	8.22659543865058	7.618390033086491	8.50125508418369	8.810915083424051	7.86177379135193	8.37815848897588	7.943427827759	8.8816410943955	9.67801314008498	8.75164101822526	8.1032855192161	9.15585004298003	7.833335245124901	6.73273491569869	8.061031673306639	8.2543733298386	7.36482944559796	7.76112521647169	6.5410297716103605	7.59554935509776	7.433437591491099	7.07389478476003	6.49627938099054	7.1862223624244	7.2744429518397995	8.653441439732749	7.2991533187743	8.984491810083199	6.481569668189911	3.7345071645234307	7.056555929272599
LAPTM4A	6.9690449988175	7.214707417162661	8.08444711574887	7.6946650779314805	7.40883840464624	7.79432934035465	7.52908927551687	8.12275601679323	7.704067509336519	7.93390865975146	8.04468823390436	7.23847792491663	7.88565203021456	8.24338441419249	7.796632079588621	8.25589140344383	6.8380357529360305	7.73707928924726	7.580469501564179	8.36187559056163	7.3178183878899805	7.837276517560309	7.55668383525738	7.79000898212673	7.336013220476481	8.46668150443816	7.907154038438731	8.032096180350539	8.15357898319628	8.60535166595472	7.82375432711478	7.627558875963559	7.94765419089935	7.28808043992398	7.82849255252837	7.25598952761405	7.82215841010726	7.68319383635566	7.62681345223168	8.32375532868129	7.5212817798784295	7.9385021553721	7.69831146102029	7.92108336092633	7.9101225163984905	7.62452291183061	8.065682368199461	7.8688346658381105	7.72938151428346	7.132226610355049	7.7894224762201905	8.0688096215609	8.1400153747209	7.924739770222559	7.946900417740671	7.606761630761139	7.36536539328411	8.64462404063702	7.86942014423696	7.10407985146875	7.79995751719138	7.787095356268389	7.41082095809938	8.2777080754093	7.2788114624973295	7.4915895160460195	8.0925865942145	7.45518547562796	7.66468988347888	7.77214861120565	7.64835717155092	7.8868365023684905	7.71831978926836	9.14777532022936	7.3010165088852	8.2404426293935	8.03448662422456	7.62010150955155	7.3777767206359295	8.18446526000188	7.92677674723295	7.96441818173537	8.66972123790637	7.67066502484284	6.76085793702085	8.08070415119664	8.29115737812797	7.4600838010328605	7.65543155045272	7.63222800904564	7.3682315930715	7.83319430766202	6.56500562629098	7.41020401302671	7.75943725574944	7.1977163502204	7.51300351940702	7.909981184495679	8.07560311410368	7.61828604335278
PTMA	7.015961773360409	7.89111398009977	7.866312651914309	8.35796716662259	8.02077318466761	7.77737238785834	7.42772892191622	7.544214692034321	8.00923004541811	7.498570809704959	7.90130242217878	8.20617424682413	7.25798907918419	7.01981887097971	7.830065603252961	7.922806809043981	9.54816364534458	8.01296859615291	8.08455956900518	8.35059623830591	9.00590497517654	8.260222955029269	8.1050586236529	9.697741733439491	8.70983401705191	8.25857415360376	8.54249976832585	9.094034109172501	8.860085506543712	7.8578401696754	8.54995970541493	8.19744718938129	8.182728564718321	7.95502232936944	8.65777520709106	7.362882272991401	7.84751382533669	8.47894461177626	8.17128130081762	7.651881828681179	7.05815240780908	7.59542393217409	7.34482133274722	7.72062150969526	8.1054774207101	8.85575192179668	7.309361961256571	8.921524559923778	8.70360653938985	8.51210471230811	7.573469079706411	8.743016091709679	7.4118752360887	7.850136732937809	7.5076228131108405	7.79724555360381	8.904923864516642	7.66487081828438	7.13693103915972	7.55576045353212	7.41444678219411	8.05820401214452	7.18568671758074	8.0973773168367	7.583795202180821	8.294579487970969	8.19242206500939	8.315654235928768	8.642530964810309	8.67903214568943	8.47542411422086	8.76151625183583	8.18908876095669	8.273118428411419	8.29727167076712	8.060545002257449	8.449526383136929	7.51396388646832	7.91730819456806	7.3383058619000705	7.329430668270531	8.28205806017192	7.51361162113105	7.565517321065809	6.7929060413982105	6.7208866249240105	8.07708718754964	7.15677266259847	7.332523707555491	8.15624168947604	7.06510155164168	6.33753688743942	6.922891544600461	7.36489773156046	6.814249335701231	7.1075450984298705	6.664278648313579	7.29189197882355	6.88036167757815	7.302374524825961
RPL27	7.09992949832224	6.817986007019909	7.24075212392322	7.23938496842297	7.946718620891139	8.086307516416	8.25925183100446	8.55523515034027	8.53093296034157	7.2764519322800005	7.92465008161667	8.27113734235181	7.5568512216133295	7.63198562385814	6.67053958733724	7.13454080225742	8.05671255473245	6.74638416186424	7.341534600279321	7.60726673571624	8.14427242252307	6.954047851092759	7.61667007749974	7.69332047621254	7.89919904104535	7.716812314549731	7.68210614815948	10.0994563309798	8.61883160275707	7.45674761734435	7.0471974811698495	7.55275374566838	8.618494821726099	7.4966487186025	6.845928555630749	8.19780380429629	8.607368632917941	8.23274522201094	9.03667784491392	8.409422337389161	8.304522456677	7.707379208348059	8.18313347097344	6.7028636188512	7.6095003072887	9.66713234514874	8.49353232608035	9.04994384871339	7.931100710859161	7.82540532478518	7.88811435087983	7.36642649858008	8.0059835194808	7.67226296561383	8.563613854044059	8.06840813965457	8.25113296655564	8.04789001420242	7.736593782567319	7.47676612436191	7.6458944376216795	7.86146902155696	7.72031215363042	8.976556817545472	7.38994577493585	8.160253873129781	8.2304209071652	7.8745621382656505	6.85888793519548	7.545424280200031	8.03149428009684	8.506006057683441	7.94573125265202	8.17652824511039	6.920067305825289	7.94660239371521	8.47617597917016	7.54083643524965	7.2003526372852	7.76014092954435	7.32418170637452	7.1158506226103695	7.389868480499151	6.6310574479709805	7.39118375289008	7.57306954849235	7.51662656343783	7.48771490524835	7.73217504036412	7.81071344363739	6.697606199314059	8.240104424075309	6.476164704478361	7.56193434584458	6.67856825894254	7.22513215355243	7.830967617358169	8.12819066066373	8.05061555161018	7.48703181079718
KRT8	6.36705871348395	8.50413471520725	7.75711074946172	8.59463235763138	8.15117045324105	8.08984492197347	8.40207596037164	8.43413130797064	6.76300109358921	8.533681159639139	7.47050558270972	7.9022901715082	10.1363137251027	8.74476502659397	7.467818756210231	8.82396484558081	5.94413574612025	8.96569879292011	8.13938397374554	5.92117202289204	7.644741844137889	8.39572498176213	8.7098141772581	7.74119861604952	6.25027996829971	8.664669587916	6.387380875891941	7.207728794545081	8.19859102222764	7.71775380449077	7.683933121973809	10.0687907154805	7.3978698598195605	7.37352891373322	6.741785142188231	6.445892369008441	9.49411971994761	9.02772863956096	8.11046992892321	8.888786789253	8.82923888615649	8.65956924552277	7.68461837871175	9.98196472675214	7.597514820749919	8.31812858247569	5.93358995502251	6.0307801043638	6.9159750144512	6.743224870004151	8.241344302208509	7.874055669609731	6.7297539546727805	8.013869708313251	8.18252721637167	6.43949248045067	7.066481595038391	8.39656920373903	6.87017742687801	7.895130474355849	9.07840644988003	9.13717672352322	6.992673368877011	8.232681812042621	8.0172588246723	6.184131457136759	7.74285439910069	9.14586208116568	7.95128737165231	7.44061500098734	7.999566026399339	7.038731769209031	7.98300090506476	8.283452782550889	6.14998923888055	7.6597981391454	8.051437384721531	7.0306930866335	8.65760692134646	7.25230651689906	8.36482815263997	6.134861655300879	7.215008917315751	7.75620130805649	9.294642526449131	6.63407475849926	7.840273294393341	6.08285994196379	7.40559196902409	7.537819924990161	9.16862556547644	5.167107412708231	6.87069999319936	8.27302228030636	6.9944349066794	7.56058494124096	6.960292411302401	8.224435035030401	5.68372298546055	7.3402624261637905
RPS20	6.70490240068826	6.94434014439999	6.9341513251787905	7.60015810380106	7.478175815904571	7.75605836438035	7.875999077551299	7.55077868881122	8.44249305705356	6.95847989056582	7.84873186964659	8.51818884038816	8.03704216474095	7.29820399305972	6.77876543267444	7.50539468577464	9.126927480699509	7.28371449260116	6.9667029388394495	8.10268268250402	8.56891872103	7.21665923060099	8.48507487116657	9.46408506329433	8.7966944180516	7.1093525246147795	8.22246292993651	10.652816455570099	8.40562508435707	7.67112675035061	7.92184306380324	8.003608235819112	8.53281809345791	7.28721851955871	8.01619943800236	7.92663730963518	9.04675311643851	7.65671149802929	9.35995021550481	7.982844131313519	7.748736369946069	7.01740656763917	8.6470233336281	7.345829655736869	8.38740555194308	9.749838142964	7.98265650701031	9.59740189219337	10.097922547706801	8.5175757142826	8.153925910722869	7.40280233354483	7.57395794746912	7.71549294935075	8.16845890050075	8.108677009389531	9.495556495673641	7.30291740389056	7.63611679158267	7.298022161571129	7.50669428796427	7.08794421400114	7.580379491781441	9.010921330379391	7.796195312948519	8.30122787702208	8.200422446967389	8.299125724511349	7.46931398604954	7.693214237071349	8.37105571187581	8.459728942063661	8.670272605781902	8.41406879523189	7.1106964902337095	7.962416277295571	8.761470100464821	7.41209367612309	7.57125850734527	7.0006505782750095	7.07840158770561	7.44716787531634	7.00300128024016	6.7316971065638205	8.46803388375378	7.37217367673863	8.68876694950444	7.6108438112083805	7.88220829274228	8.49331224605613	6.698427400691769	8.00100855698161	7.43530531188496	7.53479617910503	6.81063153558508	7.1923968908553695	8.234612556838679	7.887658555588911	8.08703965109638	8.56629980857663
